汉语,英语,概率
村镇,borough,0.5858057936259616
侦探,detective,0.5857925201256786
小径,path,0.5857205402382762
脱皮,peeled,0.5857200445238802
未变,unchanged,0.5856637644284393
操作员,operator,0.5852277607007051
裂成,split,0.585148781422241
得分手,s,0.585134641681642
自从,since,0.5851278304294145
楔,wedge,0.5850466977883306
还愿意,would,0.5849880072553959
体育场,stadium,0.584983850462034
新闻纸,newsprint,0.5848903722171064
那座,the,0.5846879869268703
砌成,fieldstone,0.5846343669142434
流入,into,0.5846302222706772
它所,it,0.5846230537289637
三十,thirty,0.5843919667291633
创汇,oriented,0.5843514800428238
杰克逊,jackson,0.5842995039586188
凹,a,0.5842819587448554
凤梨,pineapple,0.5840530804864923
金融,financial,0.5840435938410822
自助餐厅,cafeteria,0.5839404838520351
该,the,0.5838192700921212
电场,electric,0.5836612225290296
撒切尔,thatcher,0.5836164373277457
骡子,mule,0.5836160463015021
烹饪,cooking,0.5835667483719587
令人感动,inspiring,0.583522143972615
含,containing,0.5834893218479187
紧随,immediately,0.5833841965713199
枪,gun,0.5833718552382231
寡妇,widow,0.5833696720507404
针对性,pointed,0.5833279077503173
球根,bulb,0.5832971902133754
能,can,0.5832897791903
政客,politician,0.5832156558899374
棍子,stick,0.5831848518137863
姑母,aunt,0.5831734406428307
胸腺,thymus,0.5829032298953901
钻石,diamond,0.5828161407463827
休克,shock,0.582722159834929
拖拉机,tractor,0.5826506664348161
兔子,rabbit,0.5824966088722908
公共场合,public,0.5824005727909725
第,the,0.5823215322184512
小提琴,violin,0.5823114754261586
丛林,jungle,0.5821734165055619
共用,common,0.5821641409725552
螃蟹,crabs,0.5820114553316253
广州,guangzhou,0.5818724750700037
与她,her,0.5818680925472529
脚踝,ankle,0.5818575490939489
表,watch,0.5818383265372368
上班,work,0.5817867792525278
膝盖骨,knee,0.581761934127419
姜汁,ginger,0.5817123059201356
体温,temperature,0.5816718478330778
松林,pines,0.5816277772022935
膀胱,bladder,0.5814428235295435
喜剧,comedy,0.5813230812327347
神秘,mystery,0.5810565348657893
工夫,time,0.5809441725567727
打网球,tennis,0.5809253058788264
侧,side,0.5809065553870547
基督教,christian,0.5808925760657844
高热,abnormally,0.5807019315167247
雇员,employee,0.5806439138908281
中西部,west,0.5806382240645127
龙骨,keel,0.5804795885376007
液态,liquid,0.580372413633817
洞,hole,0.5803031253225216
我吗,me,0.5802154297728085
曲,a,0.5801658698175485
游行,parade,0.5801535030280605
正文,text,0.5801178189494706
测试,test,0.580091464710379
这篇文章,article,0.5800482217740307
医务,medical,0.5799712519463927
器官,organ,0.5797247438651665
公司,company,0.5797159249067175
幼鱼,young,0.57971576118969
蒙古语,mongolian,0.5796970059454662
嫌隙,make,0.5796796153699113
刻成,a,0.5796754948094225
土豆片,will,0.5796226773411258
一月,january,0.5796092393405944
大气候,large,0.5795539812968631
从没,never,0.5795357282690878
谕,address,0.5795176276266196
锌,zinc,0.5795154482165105
馅饼,pie,0.5794497297883959
辣椒,pepper,0.5794243183708244
镜子,mirror,0.5794216771111654
花束,bunch,0.5794054921215447
或为,or,0.5793832924798339
成亲,their,0.5793207178071836
帮,help,0.5792153780297765
看作,as,0.579184784647942
海水,sea,0.5790818696288473
帐篷,tent,0.579036898481561
国有化,nationalize,0.5790198470022604
积雪,snow,0.5788121278537611
嫌疑犯,suspect,0.5787908318507695
男子,man,0.5786680001238994
工作站,station,0.5786161827722566
FORTRAN,fortran,0.5785181142749493
很低,low,0.5784091675890153
并排,side,0.5782298781324519
交通工具,vehicle,0.5782295798945707
那,the,0.5779675611860218
访问,visit,0.5777751588459882
可解释,explicable,0.5777123412097787
鸟,bird,0.5776859248980124
功率,power,0.5776332555548385
恶名,a,0.5775669736248439
快照,snapshot,0.5774199095822327
灵魂,soul,0.5773707473553149
每月,month,0.5773487243792426
脸颊,cheek,0.5772408242865679
闭音节,checked,0.577220347941525
跳棋,checkers,0.5770734695012486
雨,rain,0.5770707082401454
控制,control,0.5770266724453667
饭盒,my,0.5770108836297602
植物体,a,0.5769886488907224
移交,over,0.5769136953909966
费城,philadelphia,0.5768120101383705
午餐,lunch,0.5767835100330326
衣领,collar,0.5767647945895353
打印机,printer,0.5766132136990063
无线,radio,0.5766045201201915
巴勒斯坦,palestine,0.5765799953424878
电缆,cable,0.5765218575368146
杂草,weeds,0.5764510648994252
来时,when,0.5764244558336541
妙处,beauty,0.5763310444444197
整理行装,packing,0.5763300093701956
声学,acoustics,0.5762776715913379
演绎,interprets,0.5762567853769804
今晚,tonight,0.5762455621693998
相得益彰,complement,0.5762163106893327
少量,small,0.5760307530085873
男子汉,man,0.5759945513275511
人群,crowd,0.575946235652732
另,another,0.575906233928777
乘客,passengers,0.5757891757780849
坚韧性,firmness,0.5757752435155651
脏器,the,0.575631152106544
玛格,margaret,0.5755897388425011
蛋黄酱,light,0.5754899802183628
肝,liver,0.5754591979686547
建筑,building,0.5753203081403683
柏林,berlin,0.5752103103073023
格拉,glasgow,0.5752057363596159
年轻人,young,0.5750793724731491
茶叶,tea,0.5750747343100536
衬托,against,0.5749151040854795
蜂群,colony,0.5749106180030409
啁啾,chattering,0.5748839865486194
毛巾,towel,0.5747631937772585
肋骨,ribs,0.5746324747655033
这人,man,0.5746117932590771
血染,stained,0.5745360637560865
把门,door,0.5744705540102746
尖锐,sharp,0.5744005309270482
园艺,gardening,0.5743956581178804
仅有,only,0.5743874368960946
石油化学,petroleum,0.5743298905393286
低劣,inferior,0.5737977614928
餐桌,table,0.5737219336133365
表面上,surface,0.5736281695276315
不是,not,0.5736233047278615
密集型,intensive,0.5734967551971858
密不可分,fear,0.5733928579606515
隐喻,indication,0.5733712116160652
转,the,0.5733081043959398
之下,under,0.5731650975149468
383544,that,0.5730926331971568
仍有,still,0.5730435804820154
瓶,bottle,0.5730164735660058
草坪,lawn,0.5729398922904213
蛇,snake,0.5728446007069808
犟,person,0.5728108211439722
地主,landlord,0.5727677461506216
岛,island,0.5727444998721383
谓语,predicate,0.572744163749928
广播电台,radio,0.5726902459040774
韭葱,leeks,0.5726552607536795
河流,river,0.5725361255555946
吹乾,blow,0.5725157531390437
火星,mars,0.5724582003593189
苦味,bitters,0.5722369351395071
山脉,mountains,0.5722332205631657
及其,and,0.5721578295623178
每星期,week,0.5720306381541551
那一,the,0.5719171832213364
百年,years,0.5719007020226005
数据传输,data,0.571812280722353
一名,a,0.57177915869074
首席法官,supreme,0.5716594256198799
微粒,particles,0.5716201752948505
模式,pattern,0.5715700322750835
今天,today,0.5714856124058667
厚板,planks,0.5713851050176314
拉丁语,latin,0.5713835247055954
两眼,eyes,0.5713267424858353
凶器,weapon,0.57132642152758
电报,telegram,0.5712682491197867
熟能生巧,makes,0.571258490691227
法律规定,law,0.5709861163046968
类脂,resembling,0.5709328648889247
寄款,remitter,0.5709189475081283
向下,downward,0.5708382684354891
叫做,called,0.5707546150768773
通缉,wanted,0.5706986754660468
管辖权,jurisdiction,0.5706519585938573
分为,into,0.5706174034949918
细胞膜,membrane,0.5705805007040071
作家,writer,0.5705644301767661
社会中,society,0.5704909231002282
百合花,of,0.5704183919845858
协调员,coordinator,0.5703062152762762
深黄,yellow,0.570261414957922
条理分明,coherent,0.570249320514339
直升飞机,helicopter,0.570232907134913
神通,clout,0.5701922257553164
短打,bunting,0.5701678138831564
泥浆,mud,0.5701598021731327
未婚者,singles,0.5701101102753438
女演员,actress,0.5701040383453178
潜在,potential,0.5700947215719454
罪犯,criminal,0.5700874945224232
果树,fruit,0.5700698573515284
1203,at,0.5700429740704226
产品,product,0.5700345330203411
袖子,sleeve,0.5699781028810805
中使,in,0.5698265884376457
向他,him,0.5697177899783995
调教,a,0.5696819601373027
牛排,steak,0.5696537056776009
日元,yen,0.5695684848823962
巨大,great,0.5694922952510078
能否,can,0.5694852117121721
一星期,week,0.5691935464435294
两件,two,0.5691315999898997
支票,cheque,0.5691008077630245
牙科医生,dentist,0.5690436122188327
天鹅绒,velvet,0.5690281368826008
绳子,rope,0.568881489064826
区域,area,0.5687578780282313
都必须,must,0.568626778551561
一本书,book,0.5685928821688212
仍在,still,0.5684546850855718
铠甲,armor,0.5682218637125898
直径,diameter,0.5680917739093423
另一种,another,0.567923180096655
毛毡,felt,0.5678569291448302
作曲家,composer,0.567832224673383
几家,several,0.5678284801183221
构型,configuration,0.567815635856895
复数,plural,0.5677459615244969
细菌,bacteria,0.5677381927382759
主席,chairman,0.5676734340461014
疖,boil,0.567671873785051
紧迫感,driven,0.5674624437654218
接到,to,0.5674420404081029
全部是,mature,0.5673902832066154
重新制定,reorganizing,0.5673509828801798
菌血症,presence,0.567212369634043
吉他,guitar,0.5671199212282606
裸,of,0.5669964557623808
通票,through,0.5669189100901749
天气,weather,0.5669153775880401
夜晚,night,0.5669059089483224
人类,human,0.5667906346209233
赌博,gambling,0.5667038094828216
宗教,religious,0.5666583913456366
债务人,debtor,0.566541144244963
路面,road,0.5665009201572297
街道,street,0.5664249311586097
单个,single,0.5663476350272457
尘埃,dust,0.5663334436921236
生产者,producers,0.5663230291673018
年幼,young,0.5662888040109658
亚特兰大,atlanta,0.5662669443937313
能把,can,0.566097284558962
黑衣服,black,0.5660729449107167
小提琴手,violinist,0.5660437118036161
回来,back,0.5660047305964323
账户,account,0.5659404447665091
逛荡,lazed,0.5658395405286261
斗蓬,mantle,0.5657926945508671
所有这些,all,0.5657687753191833
芭蕾舞,ballet,0.5657530229943736
她于,she,0.5657229736218621
碎石机,crushes,0.565513680228872
瓦,of,0.5654748876851524
当我,i,0.5653861782334807
林,green,0.5653788249191745
国会,congress,0.5653614411139798
大象,elephant,0.5652835814505969
放债,moneylender,0.5652028919674739
吉普车,jeep,0.5651592145222204
难民,refugees,0.5650836544654919
第四,fourth,0.565039428540107
kernel,kernel,0.5649789486941593
未在,not,0.5648158949564887
遮阴,shady,0.5648120734931397
糖浆,syrup,0.5648035836551477
舞蹈家,dancer,0.5647900417128298
一部分,part,0.5647585669849385
马,horse,0.5647434019790487
会员国,confederation,0.5647324724900775
日食,blotted,0.5646571575219527
氧气,oxygen,0.5646525495530756
仆人,servant,0.5646263740057147
珍妮,jane,0.5646236454655329
壁上,a,0.5646088805000753
水密,compartment,0.5645950303553601
啄食,pecked,0.5644549308155583
小说家,novelist,0.5643534112640752
契约,contract,0.5643190314350922
一个词,word,0.5643037550376473
还过得去,so,0.5642293754134154
批发商店,usually,0.5641639916334369
微笑,smile,0.5640664595145313
丽,mary,0.5639178601363134
POP,pop,0.563590027938186
百万富翁,millionaire,0.5634294968185903
大教堂,cathedral,0.5634167405876881
铺路,paving,0.5632320724127257
慢慢地,slowly,0.5631594868569285
058,suburb,0.5631519971750159
肥肉,fat,0.5630913876835394
神父,priest,0.5630015954432172
溃疡,ulcer,0.5629755786492179
中缀,studded,0.5629170320571983
过紧,overdraw,0.5629152254564133
硼,boron,0.5628913839422093
地毯,carpet,0.5627791650595603
妇,women,0.5627780771320205
报纸,newspaper,0.5627770579582548
长凳,bench,0.5627347582345196
美洲人,american,0.5627175813928842
周二,tuesday,0.5626907468128861
基本,basic,0.5626102689003896
气球,balloon,0.5625990625949816
妻,wife,0.562546318534284
金属加工,metal,0.5625413416274291
数列,series,0.562425727794334
弄湿,wet,0.5623264067822041
斯拉夫,slavic,0.5623006238481142
先验,transcendental,0.5622814225675707
小猪,pig,0.5622193987264297
钢材,steel,0.562216394849113
1768,appeared,0.562194652397224
两部,two,0.5621901667988966
里,in,0.5621801484969438
刷子,brush,0.5620861689762968
澳洲,australia,0.5620814662169714
地名学,such,0.5620519510097324
棘,spines,0.5619738022212624
钻子,drilling,0.5619587509939759
钻凿,drilling,0.5619587509939759
甲状腺,thyroid,0.5619082720519876
大桥,bridge,0.5619028795170511
室里,in,0.5618978376196524
乐和,and,0.5618499964762058
猎人,hunter,0.5617884049953031
氢,hydrogen,0.5616961409239581
遥控器,remote,0.5615220784468877
出租车,taxi,0.5614902640605718
帐单,bill,0.5614511906379858
谋求,for,0.5614480536613126
位置,position,0.5614405145273986
租住,tenanted,0.5612322520259897
稀有,rare,0.5612257522205176
逻辑,logic,0.561200724969571
海面,sea,0.5611833556545269
一磅,pound,0.5610143216279821
起源,origin,0.5607996684766099
迪,dick,0.5607543638463792
邮差,postman,0.560640873218825
钟,clock,0.560597550241392
铅字,type,0.5605515882685062
比如,as,0.5605018416211829
一所,a,0.5603151725937049
头盔,helmet,0.5603096668432154
五岁,five,0.5602881211606682
紫外线,ultraviolet,0.5600535974209664
脸部,face,0.5600421656364564
铁制品,iron,0.5600317371485164
摇滚,rock,0.559949862429885
登记册,register,0.5599170948786963
美人,beauty,0.5598842787337684
浏,poll,0.5598209517169855
指南针,compass,0.5597507096658433
吸烟,smoking,0.5596839054865218
条约,treaty,0.5595727671166477
问道,asked,0.5595497962582032
原木,logs,0.5595063811877365
化学,chemical,0.5594744057213203
西方,western,0.5594376422816313
食用鱼,fish,0.5591853932579348
每日,daily,0.559185123430334
但不,but,0.5591758400593764
繁复,convoluted,0.5591539066737017
官方语言,official,0.5591443985135612
组成,of,0.5589796343410945
越南,vietnam,0.5589494461930437
高尔夫,golf,0.5589319753508853
母马,mare,0.5589155456160462
丢了,lost,0.5587567324772919
橄榄,olive,0.5587349016459531
助教,an,0.558654374652091
精细,fine,0.5586466269801951
如一,as,0.5586095755568128
订货,order,0.5585493776526155
能从,from,0.5585294483250015
脂,any,0.5584880533838612
随从,a,0.558464273507568
物理学,physics,0.5583869810403705
转到,to,0.5583475301335112
前额,forehead,0.5582851758676841
管的,a,0.5582027466354688
情理,empty,0.558181796214013
光面,appearance,0.558164758892362
棉絮,batting,0.5581153802140769
有一个,a,0.5581082705452987
类型,type,0.5580547089597753
乐坏了,thrilled,0.5579513643611397
读,read,0.557840069241354
稻子,rice,0.5577644106193107
血流,in,0.5576461802188553
肥,fat,0.5576163184130927
到家,home,0.5575551010386376
碰伤,bruise,0.5574128339685736
港口,port,0.5573714404618706
替,for,0.557342597733278
代词,pronouns,0.5573403082476818
植物病理学,diseases,0.5572924148091757
沙发,sofa,0.5572225842083391
提货,collect,0.5571238098696909
学科,subject,0.5570971551815846
三名,three,0.5570848942419421
教会,church,0.5567895221934207
刀子,knife,0.5567304458187802
接班人,successor,0.5566934084170667
大连,dalian,0.5566772295604983
拥入,into,0.5566689617024191
马口铁,tin,0.5566663804314537
果实,fruit,0.5565643205669267
杯子,cup,0.5565447915025213
敞开,open,0.5565385019166468
知道,know,0.556537031333284
真的,really,0.5565152734639052
恐怖主义,terrorism,0.5564710148846188
房门,door,0.5564703752695853
向导,guide,0.5563670852805696
属国,subject,0.5563180978823893
发着,radiance,0.5563135745150767
剁碎,chop,0.5563027739107691
笛子,flute,0.556282661965605
短腿,short,0.556159178786511
接触传染,transmission,0.5561350781082723
道格拉斯,douglas,0.5561000514998244
探照灯,searchlight,0.5560924964067459
提案,proposal,0.5559971088671937
因此,so,0.5558729904877435
税,tax,0.5558622499778468
黑,dark,0.5558165716369715
科学,science,0.5557710929690546
实体,entity,0.5557645178525311
不占,compact,0.5554787555568323
命会,committee,0.5554242850240361
橱窗,window,0.5554026344887352
气温,temperature,0.5553852373467115
道,the,0.5553478825918815
兼营,into,0.5553280123308633
这只,the,0.555324530254435
谜语,puzzle,0.5552926123670926
地幔,the,0.555256283786017
信号,signal,0.5551589835733904
信上,letter,0.5550325676163466
狭长,narrow,0.5549615802192824
跟她,her,0.5549614659421445
结果实,fruit,0.5549412755216431
开化,civilization,0.5549392691495347
如你,you,0.5548994103542048
现款,cash,0.5548458092626302
好书,good,0.5548347594667138
游泳,swimming,0.5548130012762166
颈部,neck,0.5547815470282813
活动室,room,0.554705228541757
清晨,morning,0.5546948633344269
促动,motivated,0.5546751328268668
空白,blank,0.5546559920522989
种子,seeds,0.554596669479009
倘若,if,0.5545500241004047
滑冰,skating,0.5545481753561393
keyword,categorize,0.5545395550415397
线上,line,0.5544134007100968
香烟,cigarette,0.5543891629533506
衣服,clothes,0.5542879339356358
船,ship,0.5542749776886803
天才,genius,0.5542446600450582
迟到,late,0.5541597336807877
橡树,oak,0.5541594527181548
体育,sports,0.5540898879141791
雇有,employs,0.5540832738163693
复辟,restoration,0.5540254522250505
寺庙,temple,0.5540059763351727
逗留,stay,0.5539999421766026
割,cut,0.5539977306053252
收好,away,0.5539784464809324
前述,as,0.5539760092639076
小狗,puppy,0.553889276503409
科林,colin,0.5538117730041063
豪饮,deep,0.5537862384009965
这,the,0.5537777334478028
搪瓷,enamel,0.5536951248724439
有些人,some,0.5536907006767259
在你,your,0.5536149193467842
液,the,0.5535443376969555
讲座,lecture,0.553480612839995
皆大欢喜,happy,0.553453129674863
噗通一声,splash,0.5534093363159606
肺炎,pneumonia,0.5533605189277273
那笔,the,0.5532924136690319
摆姿势,posed,0.5532894436261432
马桶,flush,0.5532736614654036
众多,many,0.5531240906769919
伊丽莎白,elizabeth,0.5530674965201324
角落里,corner,0.5530662852290225
三人,three,0.5529221829662392
艰苦,hard,0.5528889184479746
敷,were,0.5527991788457222
显花植物,produces,0.5527822826195947
踢踏舞,dancer,0.5526202560249505
画卷,roll,0.5524869662380295
共同,common,0.552414868346922
院子,yard,0.552371004594216
中,in,0.5523303195306699
楼梯,stairs,0.5522776065670819
开水,water,0.5522562837237599
同租,tenants,0.5521399998005491
一九六二年,working,0.5520747308249873
高大,tall,0.5520460957854261
窗户,window,0.551969578064949
天的,day,0.5519228186500822
桑巴舞,samba,0.5519113404268996
飕,past,0.5519007567106451
物价上涨,prices,0.5518464422466519
加热,heated,0.5517698135721153
仿,a,0.5517653357316037
岛上,island,0.551732087618243
见你,you,0.5516361744006866
那个,the,0.5515177691491995
冗词,superfluous,0.5514701587278793
批发商,and,0.5514606796954227
它的,its,0.551443007672248
啤,beer,0.5513687917706029
划艇,rowboat,0.5513445506866829
告诉我,me,0.5512434089195929
相似,similar,0.5512175208510804
土生土长,native,0.5511938680717998
沉下来,fell,0.5509584406947807
轮带,toothed,0.5509350803431163
总是在,always,0.5508685089420013
利是,is,0.550867176497374
书房,study,0.5507929781481524
黎,dawn,0.5507681907637316
真理,truth,0.5507406418731261
养老金,pension,0.5505801016119141
垂手而得,cheap,0.5505344453993951
狮子,lion,0.5503999728409756
同样,same,0.5503921424251815
六月份,june,0.5503818967703585
紧接在,number,0.5503180822824238
半径,radius,0.5502993089997
因特网,internet,0.5502489327547482
裂隙,a,0.5501393459570336
水域,water,0.5500086128670546
宾州,pennsylvania,0.5500076219517714
光能,energy,0.5499726705002456
发展到,to,0.5499718655108176
盾牌,shield,0.5499559714754775
单元,unit,0.5499162018493736
盖子,lid,0.5498905358897623
最新,latest,0.5498320057872607
火箭,rocket,0.549776300489508
沉默,silence,0.5496995437932848
厚厚的,thick,0.5496567918458156
色带,ribbon,0.5496348671516851
贡物,tribute,0.5496045794629097
变压器,transformer,0.5495546247990943
天,day,0.5495016510338383
计程车,taxi,0.5494885776944373
笔尖,nib,0.5494593760150657
氨化,contains,0.5493983564100731
青菜,vegetables,0.549122372668279
卧室,bedroom,0.5490630174654427
小男孩,boy,0.5489973098431087
重型,heavy,0.5489355678201941
铺开,pawnbroker,0.5488976618752589
杜卡,dukakis,0.5488946584857849
缝合处,seam,0.5488906847800596
宴,party,0.5488071440882694
警察,police,0.5488034055958271
无纪律,restraint,0.5486683037246919
小孩,child,0.5486553057202243
类,of,0.5486062437845416
爱称,a,0.5483690169351245
玻璃杯,glass,0.5483576952190776
配置,configuration,0.5483390281383044
名称,name,0.5483304177283351
政治家,politician,0.5481872633997296
错了,wrong,0.5481743137838543
存着,abounds,0.5481078265103649
全党,party,0.5479715215603624
大门,gate,0.5479554824006337
男用,derby,0.5479217204573904
善终,bad,0.5478126878953463
复仇,revenge,0.5477104565647941
木制,wood,0.5476915318672981
内存,memory,0.5476748809813309
公制,metric,0.5476387518293728
主意,idea,0.5476223122214051
轴承,bearing,0.5476057374275644
梭鱼,pike,0.5475926928924568
随着,as,0.5475694919006977
庭,the,0.5475650153252555
较高,higher,0.5475226100607041
辞典,dictionary,0.5475222121249728
低,low,0.5474269426905852
意大利,italian,0.5473337151845447
打扮,up,0.5473192044223816
女主角,heroine,0.5472828440091335
见闻录,narrative,0.5470979905188147
教区长,rectory,0.5470673873899298
34,figures,0.5469999126446495
赢,win,0.5468985106509612
土司,toast,0.5468398027284308
脆,crisp,0.5468247965328553
条件反射,conditioned,0.5468239321611825
大夫,doctor,0.5468233150907036
送到,to,0.546793474683926
公路,road,0.5467164155178273
南飞,south,0.5466286633745105
辐射状,radial,0.5465515037959684
自然,natural,0.5464394206593384
扁平,flat,0.546419303068874
等高线,contour,0.5463817608781768
属于,to,0.5463730365530751
蒙古,mongolia,0.5462863840402273
前部,front,0.5462618960698917
回答,answer,0.5461134465942703
伤口,wound,0.5460909536058269
铃,bell,0.5460645673014953
姑姑,aunt,0.5459640384031693
改革,reform,0.5459536444650149
詹姆士,james,0.5457902487363779
河堤,embankment,0.5457503268418398
幂,number,0.5456879601970083
妇人,woman,0.5456665336869738
喷气式飞机,jet,0.5455535286717451
隔开,off,0.5455251234981677
如从,as,0.5454986881575918
一间,a,0.5454214268305912
流产,aborted,0.5453352797848581
兀鹰,vulture,0.5453057549899404
最有,most,0.5452270068864984
带有,with,0.5451986479173048
两次,twice,0.5451651688870266
蒸发掉,down,0.5451305797599048
铬,chromium,0.545073108811812
成功,success,0.5450433194247641
毒素,toxin,0.5450337393181847
近几天,few,0.5450046793978907
囚犯,prisoner,0.5449630386281167
天花,smallpox,0.5449243721867573
速度,speed,0.5448783518998075
橡皮,rubber,0.5447996306887839
读过,read,0.5447983727367346
去年,last,0.544779340280728
东印度,east,0.5447073711213253
潭,enclosed,0.5446480610843787
牧羊人,shepherd,0.5446447623827583
茶壶,teapot,0.5445669676249842
包含,containing,0.5445409729015751
外省人,provinces,0.544493143214638
食物残渣,wastes,0.5444362898285134
紫色,purple,0.5444045227249276
元音,vowel,0.5443434369529023
Taylor,taylor,0.5441820842065472
墨,ink,0.5441662312716972
信用证,credit,0.544081641138582
夹克,jacket,0.5439966991702405
它就,it,0.5439536563720527
下狱,captivity,0.5439302616021708
创始人,founder,0.5438960085184398
听诊器,stethoscope,0.5438616512742548
复活节,easter,0.543800764036556
一端,end,0.5437819440496864
鸭,duck,0.5437809674473899
社会,social,0.5437696517796812
字,word,0.5437367703984894
饥荒,famine,0.543705768883669
世仇,feud,0.5436906530235551
多刺,prickly,0.5436895034342651
铁制,iron,0.5436449143522729
有机化合物,organic,0.5436064663658962
清空,cleaned,0.5435145390871962
内层,of,0.5435067778554258
之一,one,0.5434988712961066
再次,again,0.5434782650493972
全世界,world,0.5433900602910634
地球仪,globe,0.5433709485080128
1601,who,0.5433265123098563
天然气,gas,0.5432796070766384
包装,packing,0.5432748520532211
喷气,jet,0.5432335511484957
充气,inflatable,0.5431718495726948
晚宴,dinner,0.5431202709479339
袖珍,pocket,0.5430459009991618
嘴碎,fussy,0.5429687459811512
二十二,commute,0.5429667967170383
越多,more,0.5429628533434616
犹太妇女,a,0.5429439533811161
笼子,cage,0.5428792617271708
印度洋,indian,0.5428724968551243
四角,crossbow,0.5428215069459321
有如,like,0.542811167522278
灰烬,ashes,0.542704816457827
夏绿蒂,charlotte,0.5426681581366855
医,doctor,0.5426046415226317
杠杆,lever,0.5425939314218181
正对着,from,0.5425461030272455
风俗,custom,0.5425204133912854
导演,director,0.5424530477068119
出行,traveling,0.5424210117072129
呱呱,croaks,0.5423673290724166
新居,new,0.5423324059733619
再由,by,0.542277908772429
半个,half,0.5422171187077139
引航,occupation,0.5421590024600138
马克思,marx,0.5421445597036195
好的,good,0.5421392710796618
被压迫,oppressed,0.542064809507769
提升到,to,0.5420516507178
秧苗,standing,0.5419597166589791
捏成,into,0.5418904925850012
鱼类,fish,0.5418590735112304
含情脉脉,expressive,0.5417913505995331
楼下,downstairs,0.5417818494050375
多年,years,0.5417740500840456
数额,amount,0.5417385563417813
浓烟,smoke,0.5417372045045389
独身汉,bachelor,0.5417042116608597
乐队,band,0.5415524077759536
啃着,a,0.5414655986082187
甜点,dessert,0.5414620593427195
低于,below,0.5414390343569604
数不胜数,myriad,0.5414382471623725
浴,bathroom,0.54127393012062
漱口剂,mouthwash,0.5412673532813078
演讲人,speaker,0.5412574073626406
目击者,witness,0.5412195860067688
美德,virtue,0.5411308714774167
自私的,selfish,0.5410618244814475
会计,accountant,0.5410082894571167
好奇心,curiosity,0.5410075450128763
起床,up,0.5409843240468435
第一次,first,0.540965887444791
以北,north,0.5409474473521746
主语,subject,0.540924839570949
西边,west,0.5409092306526324
过于,too,0.5408987515069058
巴士,bus,0.5408123600656488
有多,how,0.5407450109110316
更快的,faster,0.5407263535467038
声誉,reputation,0.5407238054217803
叶轮,rotor,0.5406968194429972
简单,simple,0.5406791974524731
锄,cut,0.5406663160546639
沿,along,0.5406226633823686
乾柴烈火,soon,0.5405156100050651
待到,stay,0.5404607828980446
指挥棒,baton,0.5404505888165009
手,hand,0.5404003555021152
地狱,hell,0.540381631733006
国际贸易,international,0.5403761640707466
武汉,wuhan,0.5403349927945013
工会,union,0.5403245706099791
育成,bred,0.5403041462179875
园子,garden,0.5401084827211522
阳极,anode,0.5401024977815587
和着,to,0.5400833527062142
雾中,fog,0.5400049314620405
薪水,salary,0.5398903826728016
风,wind,0.5398052372699197
大队,brigade,0.539781966076591
用户,user,0.5397208358908894
静静的,quiet,0.5396920933582169
石灰岩,limestone,0.5396611914488106
应当,should,0.5395908314861263
士兵,soldiers,0.5395818414211068
通常的,usual,0.5394203933294994
行情,market,0.5394073636844987
十字,cross,0.5393242376388123
叙事,narrative,0.5392188288538956
花边,lace,0.5392072996653193
摸上去,feel,0.5391734381430945
炎炎,fainted,0.5389968686503757
整天,day,0.5389868708004928
飞行,flight,0.5389669415614367
一辆车,car,0.5389459362559675
中所,in,0.5388508556492599
通奸罪,commits,0.5388358268530896
近郊,environs,0.5388333283030401
后房,backroom,0.5387634987358557
耸动视听,sensationalism,0.5387296757382696
房,room,0.5386968052750349
手电筒,torch,0.5385785000592596
臂,arm,0.5385126332225212
杜松子酒,gin,0.538440603459232
雄性,male,0.5384285823283349
剥夺权利,possession,0.538405237250152
人们,people,0.538404568088924
玩票,at,0.5383776197912783
疲倦,tired,0.5382807813622481
能在,can,0.5382790190134361
想你,you,0.5382063750618411
啪啦,rattled,0.538115515600674
导弹,missile,0.538048170126419
肉类,meat,0.5380453828786399
出版物,publication,0.5379974041725081
电炉,electric,0.5379954986692591
绸子,silk,0.5379027665084795
卡车,truck,0.5378779716368847
当作,as,0.5378779371408925
内陆,inland,0.5378000700255178
文章,article,0.5376801829586932
班上,class,0.5376413558741604
拍发,submarine,0.5376105368533268
绘画,painting,0.5374941484299225
被盗,stolen,0.5374340938909333
意外事故,accident,0.5373652207811056
苹果酒,cider,0.5373621819523746
全是,all,0.5371625756585294
田径,track,0.5371162787196578
三月份,march,0.5370375925510052
一系列,series,0.537002733000306
犹太,jewish,0.5368442843168115
企图,to,0.536813998667734
姨妈,aunt,0.5368090391754583
象棋,chess,0.5367518054180919
缝纫,sewing,0.5367394943063617
基于,based,0.5367259706275941
请转,get,0.5366664590683257
大婶,aunt,0.5366533725122202
共聚物,monomers,0.5366023490342402
机会,chance,0.536574875884931
成本,cost,0.5364918130679268
软木塞,cork,0.5364883037952645
邻接的,adjacent,0.5364367886891773
流体,fluid,0.5363883720529001
频道,channel,0.5363731129954399
血球,blood,0.5363563604662094
嘴,mouth,0.5362645945173534
一分钟,minute,0.5362592981150665
领事,consul,0.5361666329606211
家臣,retainer,0.5361374048767884
宏,macro,0.5360788189228481
植被,vegetation,0.5360300467283577
马戏团,circus,0.5357773940122653
适销品,marketable,0.5357740155321667
道上,on,0.5357688327363942
