汉语,英语,概率
交配,breeding,0.35912769796296
金丝猴,golden,0.35912304120633665
一会儿功夫,consumed,0.3591133261244779
出货,holding,0.35909670810104627
少些,less,0.3590776181924043
行程,trip,0.3590464962702738
枕着,with,0.3590335485150665
马拉松,marathon,0.3590335264342454
握有,reigning,0.35902892604195924
不应得,merited,0.3590140226765627
油墨,inked,0.35901175981415145
幸福感,sensation,0.35900618240507176
党员,party,0.35900201758892947
否定,negative,0.3589972535855173
要么,or,0.3589782206352698
一朵花,flower,0.3589623107656919
各种,various,0.35895588762418046
点函数,function,0.3589498296270685
鹿角,deer,0.3589495172785301
鼓风,blasphemies,0.3589186846321009
抢去,took,0.35891456431808855
印度支那,china,0.35891126588628713
深壑,yawning,0.3588872477197675
唱唱,ll,0.3588646662486531
接榫,projecting,0.35885840171257916
把柄,handle,0.35883481132341166
新交,new,0.35882246866578865
下跪,on,0.35881658068891514
看住,cover,0.35880784204766847
一地,place,0.3587933948433497
一加仑,gallon,0.3587931789775553
22,twenty,0.3587925393443834
私下里,in,0.35877771349217646
脑子,brain,0.35876381465986745
保释金,bail,0.35872907017658295
本国语,language,0.3587277124948373
谈情说爱,love,0.35871083053443414
鲁滨逊,robinson,0.3586950387458102
错事,wrong,0.358688635818178
最合适,best,0.3586851169228099
凯旋,triumph,0.3586847218707522
残忍,cruel,0.35867833282386163
从头至尾,cover,0.35866321593830575
宁,lenin,0.3586544380802793
另外,another,0.3586384434105174
国庆,national,0.3586379708123881
书店,bookstore,0.35862368979143755
裁,cut,0.35861985160796167
固,a,0.3586154978728683
产区,producing,0.35859603543403973
伤员,wounded,0.35858839182298813
内科医生,physician,0.35858688233606495
放大率,an,0.35858264571110837
堪称,is,0.35857946085827747
岳母,mother,0.35857007823963105
污染,pollution,0.3585669356283097
志愿军,volunteers,0.3585661621418078
认过,denied,0.35856113095610803
接力比赛,stretch,0.3585584513671693
比作,to,0.3585569336517119
顽皮,naughty,0.35853715298700767
鲜明,sharply,0.35851999840291277
留言,message,0.35846282234543286
歌声,song,0.3584434331446363
长到,to,0.3584365902757976
下颚,jaw,0.35841128011666284
赏罚,justice,0.3584039203804704
忽悠忽悠,flickered,0.3583848382740371
就于,raveled,0.3583816659391719
台风,typhoon,0.35837925697092055
举世无双,markedly,0.3583742227029916
土坯,this,0.3583409536852523
抄近路,cut,0.3582766923799163
透气,fabric,0.35825972646072973
假动作,team,0.3582550687937711
玫瑰花,roses,0.35822751011143394
洗掉,out,0.3582233738588435
拿起,up,0.35821198712656105
之战,war,0.3582089487897052
监督员,supervisor,0.3582043991402862
热乎乎,warmed,0.3581943305324158
黑社会,underworld,0.35816529762557386
多长时间,how,0.3581593049212412
活象,like,0.35813896226742
落,the,0.358128234286325
狂野,wild,0.35811633264699844
长条形,strands,0.358105537136995
已故,late,0.35809647036180864
狗东西,dog,0.3580853931815381
Harmsworth,harmsworth,0.3580505200240482
犹大,jewish,0.35803619485143806
郁金香,tulips,0.3580359505728334
增量,increment,0.35799584610081314
死,death,0.3579925809369261
有之,in,0.357983414111584
输血,transfusion,0.357982665256093
班主任,class,0.3579801306764396
一等奖,first,0.35797672355988835
改过来,in,0.35796931064936865
一般性,general,0.35796919256204834
人工,artificial,0.35796726229203757
未受到,passed,0.3579668386401357
寄了,sent,0.35793425460237244
话题,subject,0.3579261361724481
附议,seconded,0.3579076376465448
凡士林,jelly,0.357902962390477
检查一下,check,0.35790042660949856
三局,three,0.3578992848206456
杯,a,0.3578835281941189
以偏概全,generalize,0.3578722378820884
叫得,crow,0.35786696060626755
沿岸,the,0.3578422051883552
斯特朗,strong,0.3578364653488058
她到,she,0.3578209534752414
发痒,itch,0.35781947408938575
信件,letters,0.35778606974615235
糟糕,bad,0.3577717092063466
衬裤,briefs,0.3577683484101401
求救,for,0.35774199206953505
焦点,focus,0.35773873412742574
邻居,neighbour,0.3577140308743184
发病率,rate,0.3577067357677831
罪恶,evil,0.3577060946151771
两架,planes,0.35767318464972747
塞子,plug,0.3576714478657252
一大块,large,0.35767009331870625
乱动,with,0.35766688715506867
听你,your,0.3576554959350103
然后就,then,0.35765507492409543
真实写照,raw,0.3576547105442718
譬如说,say,0.35765298845353466
四号,mark,0.35764963559970003
歌者,voices,0.35763156955262654
中国政府,your,0.3576189201580878
细枝末节,had,0.35761850834784376
径赛,track,0.3576063527691377
止血,flow,0.3576049219214582
失口,babbled,0.3576028134303275
就职典礼,inaugurated,0.35758540489341467
游过,across,0.35757759563925046
认证,issuable,0.3575773192960804
柳枝,twig,0.35756605107640244
球衣,uniforms,0.357565408271436
演讲比赛,speech,0.35755675952838384
保守主义,conservatism,0.3575505873821192
扩展器,voltages,0.3575366329752888
巢,nest,0.35751773088341104
柜橱,kept,0.35751444275054994
加那利群岛,canary,0.35750732637482147
妒忌,jealousy,0.35745521790017254
上天,heaven,0.35742903814384436
柱廊,supported,0.3574011777034454
胖乎乎,chubby,0.3573888421520165
暗,a,0.35738832616537153
逝世,death,0.35738604111557787
中锋,forward,0.35737605890767593
卫队,or,0.3573740545018555
梦,dream,0.3573678506843369
换乘,to,0.3573581230162762
镰刀,scythe,0.35734128849131597
它那,its,0.35732684991276376
精神分析,psychoanalysis,0.3572807696987229
表面现象,appearances,0.35727604385431116
混和,making,0.35726966162383134
麦哲伦,magellan,0.3572683516976921
辅币,give,0.3572578836226488
不介意,mind,0.3572388522450708
意义上,meaning,0.3572173375141003
快慰,relieved,0.3572162564839999
建筑学,architecture,0.35721545280864353
干急,most,0.35720238658484776
逃去,for,0.3571996004550682
芥末,mustard,0.3571971213177332
姣,grace,0.35719581299765435
水湾,coast,0.35718231465399886
污泥,mud,0.3571721346081852
矛盾体,contradictory,0.35715347928603547
概率,probability,0.35714915260672675
不切题,point,0.3571485482797575
早产,premature,0.35714596885140204
甜的,sweet,0.3571410682195648
奇形怪状,grotesque,0.3571315217974455
过深,shortsighted,0.3571297368102042
静物,still,0.35712504750332796
避而不见,avoid,0.3571180737211395
破成,smash,0.3571078291033588
虚荣心,vanity,0.3570987139428494
工资单,payroll,0.35709796769709534
只是,just,0.35709098683283275
积怨,feeling,0.3570860550643565
秀才,scholar,0.3570828645969679
运费率,rate,0.35707975489242916
时事,current,0.3570734673601247
生意萧条,business,0.3570493895605481
闯将,hero,0.3570485012428934
男性,male,0.3570289472161104
片面,sided,0.3570254400459625
端详,stud,0.3570236798503212
貂皮大衣,mink,0.3570227791460731
OLE,ole,0.35701391984648667
火烧,fire,0.35700809950914825
登记卡,arrival,0.35698549874380114
雷鸣,thunder,0.35698356726118324
若有所思,drew,0.3569748902787456
海龟,turtle,0.3569705595636295
东南岸,coast,0.3569519546753509
按时,time,0.35695053675705746
钢琴协奏曲,piano,0.35694949381607616
港内,harbour,0.3569402405849401
写字台,desk,0.356931487815979
十秒,has,0.3569296476245015
常指,often,0.3569277638822237
研制,develop,0.3569122090020757
手势,gesture,0.3569080998885264
产乳,give,0.35689620487764295
著作,book,0.356883134144742
身躯,body,0.3568816668416544
鲜美,delicious,0.3568632152792473
封到,please,0.3568592736195699
湖岸,the,0.3568589792973013
门阶,leading,0.35685056473190674
火绳,one,0.3568457842572188
总的来看,have,0.35684102912774224
起重机,crane,0.35681777848449253
超重,overweight,0.35681747882272125
窗帘,curtains,0.35680970171312315
隐居,seclusion,0.35680132117087426
二来,tuesday,0.3567993546065262
高呼,hear,0.35678758056522875
几年前,years,0.35678112485716545
音量,volume,0.3567407804894755
海岸,the,0.35673493096126074
十七,seventeen,0.3567250543637965
湾,an,0.35672484125180504
秒,of,0.3567182513633775
鬼混,around,0.35671498718118694
团里,regiment,0.3566947079636586
运动,movement,0.356693530856805
保护层,protective,0.35666392653522133
炖菜,casserole,0.35666375118445437
二十五,twenty,0.35665428910617086
非晶体,amorphous,0.35664078233427393
系,to,0.356634596413269
本性,nature,0.35663376577000766
暴露出,asking,0.35661393766351324
四页,sheet,0.3566042433917841
饭菜,food,0.3566008224982527
储藏,storing,0.3565798389023569
皮书,on,0.356575031359332
坐落于,situated,0.3565693512155486
以色列,israel,0.3565492840258424
原材料,material,0.3565405360792515
小腿,legs,0.35652821382505695
景色,the,0.35652633078915785
活该,serves,0.35652385172740664
已过,been,0.3565205726499718
网眼,resembling,0.35650513812233237
织出,resembling,0.35650513812233237
容不下,overflowed,0.3564927940741503
觉得惊奇,set,0.3564831529347676
显像管,upon,0.3564570774331412
之,the,0.35643635873819424
议事录,proceedings,0.3564208745930808
真凶,fierce,0.3563919917441845
特定,particular,0.35638631804871945
针线,and,0.3563647343087891
横亘在,spans,0.3563624355798228
大江,spans,0.3563624355798228
定期,regularly,0.35632461971195006
量身,measure,0.3563220706498424
不必,t,0.35629178535507844
涂胶,gummed,0.35627752941212293
示威者,demonstrators,0.3562705014955266
布景,scenery,0.3562701903590449
几笔,sums,0.35626973063677286
脊椎骨,backbone,0.35624997252308643
弄到,get,0.3562126684754991
栩栩如生,lifelike,0.35617255854765145
向人,to,0.3561704403055496
积蓄,savings,0.35615530143456753
过夏,ever,0.3561437922865094
走不了,walk,0.3561318035207992
代理人,agent,0.35610680448010285
笼罩着,the,0.35610551312851174
卓有成就,behind,0.3561045510799168
拔枪,outdraw,0.35608474575952526
快于,outdraw,0.35608474575952526
两性之间,sexes,0.3560640247423667
平卧,lying,0.35605252756427236
copyright,produced,0.3560297758711413
家系,line,0.35601764472618547
轻舟,rowboat,0.35600722946858193
浇铸,used,0.35600010272744087
变小,trailed,0.3559787346550728
航天,space,0.3559787344030572
迟于,send,0.35597718384504234
内脏,viscera,0.3559539641224048
到他,him,0.3559521684373563
自由主义,liberalism,0.3559408678747376
弯着腰,giving,0.35593870565904423
告密者,informer,0.35592598306720086
迈阿密,miami,0.3559251957506311
丝线,thread,0.35591560701564195
排版,type,0.3559129988461481
招聘广告,want,0.35589875921779673
时不时,time,0.35588519397289914
故事书,story,0.35588083812491084
帐蓬,tents,0.35587680170520575
安东尼奥,antonio,0.3558505782609503
1899,work,0.35584547528991434
一晒,aired,0.35583510588541717
所,the,0.3558210112642873
132,this,0.35581444418972497
4567,this,0.35581444418972497
组词,group,0.3557897372122594
手淫,off,0.3557887469594362
可接近,retreat,0.35577515693512246
钢盔,glanced,0.3557468535651154
认捐,name,0.3557464211018057
成年人,adult,0.35572687563231675
酶,enzyme,0.3557019183551891
财宝,treasure,0.355694622166788
大都会,metropolitan,0.35569305990692024
可爱,lovely,0.35568559109987274
低沈,deepness,0.3556793942383959
化合,with,0.355678888559694
脖,identifying,0.3556489942621068
皱折,wrinkling,0.3556470634341846
司令部,headquarters,0.3556384583136186
八旬,eighty,0.3556330678745187
晚风,evening,0.3556326301451658
焊接,welding,0.35562242669848587
大约在,about,0.3556190918614115
东西,something,0.3556153397074738
核桃,nut,0.3555896449360054
系统性,system,0.35558840994646207
从这,from,0.355579457881702
大船,ship,0.3555645493821249
就将,it,0.35555947629061097
销货单,s,0.3555325548970387
通令,edict,0.35551387572860965
门道,in,0.3555126280291843
贮藏器,holds,0.35550629018011176
拿了,took,0.35550001729449365
文饰,varnish,0.35549864852565954
酸奶,yogurt,0.35546248584113066
五楼,on,0.3554391263942278
夏普,sharp,0.3554367793723326
官阶,rank,0.3554247353358887
上楼来,up,0.35542243469825924
88,systems,0.3554211225204364
传达,to,0.35542093438966255
上述,above,0.3554203864173098
引起反感,an,0.355415976744081
橘,flavoring,0.35539474537373233
香茶,flavoring,0.35539474537373233
做事情,something,0.3553793166753639
自古,mortal,0.35537159786353545
谁无,mortal,0.35537159786353545
答应,promised,0.3553707426261289
手术器械,sterilized,0.3553602687089412
能给,can,0.35536011085339125
烦得很,really,0.35535638616311743
回忆,memories,0.3553336523865084
裹了,wrapped,0.3553332011052789
变幻莫测,catch,0.35532955970156554
大致上,main,0.355328621121073
固定值,value,0.355304516800488
唱道,sings,0.3553000864447935
拼字,spelling,0.35529598370243054
酒吧间,bar,0.355292558722882
城楼,tower,0.3552830304309688
插图,illustrations,0.3552643354662186
担保人,provides,0.3552574794183825
毛里塔尼亚,mauritania,0.35525384261631116
团,mass,0.3552534803798216
乌鸦,dead,0.35525300015285766
一餐饭,meal,0.3552521461817295
第一步,first,0.3552314892848641
不光,buffs,0.3551814335907451
易接近,approached,0.35517460177727966
泡了,marinated,0.35516618489335733
较低,lower,0.35516553500516596
地点,place,0.35515669079376305
出气筒,vents,0.3551515806428731
前提,premise,0.3551495204365916
先排,sorts,0.3551157475998972
翻筋斗,tumbles,0.3551119198018854
他俩,they,0.35510345292822093
河岸,river,0.35508460841241873
敢肯定,sure,0.3550755330261678
赢得,win,0.35504143784999803
填到,backdate,0.35503593345080525
导游,guide,0.35503095083004665
遮盖,covering,0.3550307787417624
禁制品,goods,0.35500561349380444
家伙,fellow,0.3550017007417626
心目,as,0.35499506457023755
不可能,impossible,0.35496925314542555
大洪水,flood,0.3548942268263156
这些事情,these,0.35488792206379904
晚霞,sunset,0.3548869842386252
不合宜,apt,0.3548743463320648
那么,so,0.3548469154953154
一池,dropped,0.3548310233221181
聚焦点,involving,0.3548297760191936
渡海,cross,0.354823327123354
钩针,a,0.35482211324874907
偿命,shall,0.3548218431972636
二战,world,0.35480569985228244
近在咫尺,of,0.3547883915933962
逾期,overdue,0.35478384428549153
某种,a,0.3547709482845516
暗红色,red,0.3547668312585591
项,a,0.3547633954311809
用旧,old,0.3547271672853152
上摊,on,0.3547039984389949
考上,gets,0.3546440236240909
出版社,press,0.3546016598573083
额外的,extra,0.3545971852528445
腰身,waist,0.3545759833659947
简历,resume,0.35457363699575856
凝血剂,clotting,0.3545560618257692
两队,teams,0.3545549852774156
放大器,amplifier,0.3545529081418661
打出,out,0.35453534173384676
悲伤地,sadly,0.3545288353345243
羊毛皮,sheepskin,0.35452872633261445
飘渺,ethereal,0.3545273586567757
恢复工作,to,0.35447106477566453
经营方式,commercialism,0.3544641006246908
如果把,if,0.35445002842916024
九时,here,0.3544403628320149
冰镇,iced,0.35443776459633264
陡的,similar,0.35442808790996494
周日,sunday,0.35438071932014287
割让,ceding,0.3543732900704886
西餐,western,0.35436464947698554
哭起,cried,0.35435910137654425
抽彩,a,0.35435508423602374
很准,good,0.35433181120833995
自尊心,pride,0.354322962965215
不尽,can,0.35431864572540517
香肠,sausage,0.3543160566924574
年逾古稀,past,0.35431228756084393
好机会,chance,0.3542796062901987
爱意,love,0.35427252398460835
群小,gathered,0.35423098525510643
给以,an,0.35423021313808734
海滩装,sunning,0.3541809084736936
吃茶,tea,0.3541709184695807
言辞,words,0.3541666518402598
冷冷清清,deserted,0.3541634176373525
弓背,bucked,0.35416192021716203
跃起,bucked,0.35416192021716203
附,to,0.3541542837558478
小溪,brook,0.3541508858184092
激光,laser,0.35415082808849013
踏脚,steps,0.35414704820786047
十字架,cross,0.35414107560699076
墙壁上,wall,0.3541389367455027
哀悼,mourning,0.3541347816540274
奏乐,played,0.3541203334216679
评审,judging,0.3541203070638475
真是的,really,0.35411733830996356
测,measured,0.3541003025957919
几乎是,almost,0.3540993540008685
幻灯机,projecting,0.35409897999375806
除尽,divisible,0.3540850023123017
限量供应,introduce,0.3540757534457595
泊,and,0.3540406605591445
老汤,old,0.3540404156667962
订成,into,0.35403479016439365
外语,foreign,0.354029321445099
口粮,boarding,0.3540227354763294
折价,in,0.3540225874168258
生皮,hide,0.35400394727612366
时间跨度,space,0.35400064713618246
尖点,tip,0.353986551205557
允诺,promised,0.35397286933572564
什么东西,something,0.35396615790345337
猛烈,a,0.3539593885385708
第三年,set,0.3539478384301681
应召入伍,called,0.35393604668311623
发出,a,0.35393393764907966
猜中,we,0.35392728307380483
署名,sign,0.35392688336912764
咬伤,s,0.3539233445856628
这都是,it,0.35390966775293586
企业家,an,0.3539034951148534
卫兵,guards,0.35390292590051625
它能,it,0.3538927009653864
纹,of,0.3538900421732288
讲课,lecture,0.35387383909467945
条条,lead,0.35386142475438687
论断,assertion,0.3538607299944689
见不到,see,0.35385851107562066
水下,under,0.3538568639575661
毫无希望,hopeless,0.35384803557130884
逮捕,arrest,0.3538320563221383
译文,translation,0.35381585557675466
预报,a,0.3538112465684975
bitbyte,composed,0.35378882548664725
取下,down,0.35377451226257245
面对,face,0.35377049837683705
汞,mercury,0.3537491214058081
延,extending,0.35374042583546117
钩状,hooked,0.35373764018706716
朴,organic,0.35372936566907315
詹,her,0.35371934432727864
敲过,gone,0.3536692985660306
那辆,that,0.3536553088150019
多少人,how,0.3536026886661422
棍,stick,0.35359583759296886
记忆犹新,remember,0.3535920949296896
便士,pence,0.35359105384449324
次子,or,0.3535898663095876
固件,attach,0.35358838345362076
面,the,0.35358329409553463
性,a,0.3535572897705765
嫁,marry,0.3535084971662276
亨特,hunter,0.35350136969775486
单作,cultivation,0.3535013642395786
谷地,either,0.35349160392687656
聚集地,focus,0.3534914209940089
总和,sum,0.35348446582895393
公职,office,0.35347607030756784
热潮,rush,0.35344049706753533
谅必,surely,0.35341846229146445
核反应堆,nuclear,0.3534171597925223
脏污,a,0.3534109349988638
那幢,the,0.35341085573669556
进军,march,0.35340936639723675
聪明人,wise,0.35340891783088907
字节,byte,0.3534081133336725
椰子,coconut,0.35338953176840676
易于,to,0.35336612142245316
评了,marked,0.35334995014650655
运往,to,0.35333680679182894
1902,he,0.3533354335636246
二任,enjoys,0.3533198007319641
强烈反应,a,0.35331069770064966
风靡一时,the,0.35327864330702863
入行,line,0.35327562989957767
职责,duty,0.3532753174562788
肥胖症,obesity,0.35327413534370133
参阅,to,0.35326589826673704
药理学,their,0.3532642289695281
薄饼,mass,0.3532507526862995
合成树脂,resins,0.35323157056970295
马路上,road,0.35323114172288866
游了,swimming,0.35321616127222133
新约,new,0.3532142878650673
正多面体,regular,0.3532073873935111
班次,runs,0.3532018136697771
提高生产率,increase,0.35316259689784707
布拉格,wenceslas,0.35316128435656396
下卷,flames,0.35315949852498096
两大,two,0.3531552783058665
一比,are,0.35314542568308693
高高的,high,0.3531386148390945
业余,amateur,0.3531344278917775
护发,little,0.3531338516147093
组人,group,0.3531325256096944
气窗,hinged,0.3531208055662019
一览表,list,0.3530844956402727
挖洞,dug,0.3530543824825844
仍用,still,0.353031818172991
缮,economical,0.3530317916128649
子系统,subsystem,0.35301538769516005
包围,surrounded,0.35300679426202186
所干,s,0.3529983515552879
软木,cork,0.35297663700287946
报警,alarm,0.35296411958293833
上旬,close,0.3529528915618107
擦黑,blacked,0.3529503850045992
鞋油,blacked,0.3529503850045992
要买,buy,0.3529427621762771
塑料套,plastic,0.3529426069433676
蠢物,another,0.3529418491531873
点字,full,0.3529414273904845
廉,williams,0.3529386759962405
基因座,chromosome,0.352908343755726
这钱,money,0.3529078558790291
炉床,hearth,0.3528910815467053
坍陷,through,0.35288653586192076
施舍,charity,0.3528745166289364
斯堪的纳维亚,scandinavian,0.3528552997307163
消溶,melted,0.35284662646483866
与此同时,meanwhile,0.3528129416895549
钾,potassium,0.3528058105836181
统管,directed,0.3527985331714719
制衡,balance,0.3527850130517596
颗粒,of,0.35277584575809345
炮声隆隆,guns,0.3527702232233154
披在,over,0.35276295717603146
必不可免,built,0.3527489573216294
鸡冠,crest,0.35273790996638427
冲进去,rushing,0.35273695118714266
良性肿瘤,benign,0.35271342471105877
带你,you,0.35270597905266243
渲染,up,0.35264088714584124
还教,also,0.3526404060437819
印着,printed,0.3526345872754697
称为,is,0.35263281816308384
坐下,down,0.35261668013535064
个人化,personalize,0.3526142805964369
丹,dan,0.35260460456225085
心所,straight,0.3526028073958288
对不对,t,0.3525970454913042
编织成,into,0.35259494733353614
这杯,this,0.35257163516203677
算上,count,0.3525463460030352
潜艇,submarine,0.3525358876421437
朝下,down,0.352517848716911
陷坑,chasm,0.3525050309404797
对一对,set,0.35250319287834136
接头,joint,0.3525022069323061
White,white,0.3524808685265972
随行,that,0.3524273555512248
一上场,the,0.35242445984508824
响遍,the,0.35242445984508824
念头,idea,0.35242045859318977
十条,weight,0.35241601516467047
空的,empty,0.3524129612119167
书架上,on,0.3524060993661677
认为是,as,0.35240114031455916
外交部长,minister,0.3523996333527877
伴随着,accompanied,0.3523868587343824
四项,copped,0.352373470248706
生存环境,environment,0.3523519261458121
拿开,take,0.35234690134580976
歪斜,tilting,0.352346249174543
本子,book,0.35234581539757254
突袭,the,0.35232874981285517
粲,ham,0.35232571564755777
患者,person,0.35228617251435723
扣动,the,0.3522708704080393
数次,several,0.35225953855101577
何人,of,0.3522493940570031
庆典,celebration,0.35223750050590785
官僚机构,entrenched,0.35220914867021097
筛选,bolted,0.35219805640284074
追随者,a,0.35219353715268986
烧坏,burn,0.3521854857510935
大有益处,advantage,0.35216529017434706
称是,is,0.3521580081939405
来源于,from,0.35214274636089
单位面积,unit,0.3521382914443656
违禁品,contraband,0.3521144038696574
轨道,orbit,0.35211051369940105
方巾,article,0.35210129433569887
杀虫剂,pesticides,0.3520975793895941
坟地,graveyard,0.3520972086992091
理由,reason,0.35208305702161885
技能,skill,0.3520788998265845
热病,fever,0.3520770472943337
吞咽,swallowing,0.35206393266288627
不良,bad,0.3520598617902787
使命,mission,0.35204811880888504
压挤,wringing,0.3520267244268408
骚扰,harass,0.35202198519658096
胜于,than,0.35201057652088374
阵发,convulsion,0.3519924633211341
美,beauty,0.3519812823998278
木林,arranged,0.3519804043199643
怠,lethargy,0.3519786573154509
太阳黑子,darkest,0.35197323554682375
本不,t,0.3519723875984271
贮藏,a,0.3519580113711665
基部,base,0.35194750892074156
内衣裤,underwear,0.35194285404113756
旺季,season,0.351931367032415
码元,elements,0.3519295445822016
five,elements,0.3519295445822016
碎玻璃,glass,0.35190328208584576
果壳,shell,0.35189556843942865
大气层,atmosphere,0.3518877267994851
想为,to,0.35188306435681843
既不是,neither,0.35187883567406264
经营者,operator,0.35187459788453945
一定量,measured,0.3518640400444104
驶回,back,0.35185731230386286
女秘书,secretary,0.3518441709370721
铁路,railway,0.35183371467466806
恢复,to,0.35183014150286485
消耗量,consumption,0.351818601998831
比过去,than,0.3518157488488039
速记,shorthand,0.3518119941884093
室友,roommate,0.3518109198528548
前院,a,0.35178136188165743
交易会,fair,0.35176045236574566
大得多,much,0.35175448140274324
宽广,broad,0.35172086443294587
捕鲸船,whaler,0.35171782816861075
无奇不有,fancy,0.3517104074534951
都向,the,0.3517055530366758
则有,for,0.3517003217305698
风景,scenery,0.35169850399119035
爆炸物,explosive,0.35168348265368937
安康,critical,0.35167764807820895
小调,minor,0.3516675199451869
量值,magnitude,0.3516591983670185
敷料,therapeutic,0.3516511818557934
气垫船,hovercraft,0.3516447421805554
经过的,passing,0.3516420264722414
末端,end,0.3516076867655653
省,province,0.3515996241293381
来信,letter,0.35159948295716065
负责制,appeals,0.3515972291501448
心跳,heart,0.3515919444648123
一年四季,year,0.3515799607828789
我姐,sister,0.35157144031769005
营火,cooking,0.35156908211707916
茴香,edible,0.35153242864681633
毕恭毕敬,and,0.3515319445751045
起疑心,suspicious,0.35149308674644797
教育家,who,0.35144103300126595
终于,at,0.35143889914965254
悬崖峭壁,cliff,0.3514385144846593
1945,into,0.35143173042462605
来龙去脉,background,0.35142422257747474
提提神,jolt,0.35140284096278207
印尼,malay,0.3513915665043026
马来语,malay,0.3513915665043026
暴怒,extremely,0.35136255056614424
书面语,written,0.35135192772511853
领域内,innovative,0.35134799672821615
JohnBrown,brown,0.351345138070565
DavidBrown,brown,0.351345138070565
乱跑,run,0.3513346906717623
1800,british,0.35133371218445675
幽默,humor,0.3513126725395267
包,bag,0.35130430264818135
下课,the,0.3512989318799837
亚麻布,linen,0.3512795773061289
股票,stock,0.35126908038440896
烦乱,upset,0.3512456306119088
惹人注目,s,0.3512190928290417
众说纷纭,vexed,0.35118174037681466
服务质量,service,0.35118085054929543
意大利人,italian,0.3511713011645571
才是,is,0.35116474057445884
跌了,fell,0.3511474812692246
刚才,just,0.351121330391756
将就一下,it,0.351116151399806
听不见,hear,0.35111507305735745
炼金术,base,0.35111210677654003
引向,direct,0.35109770291081793
网上,on,0.3510959079134021
账单,bill,0.3510841267404989
夫妇,couple,0.3510818877116435
图书,books,0.3510788210651853
管弦乐团,orchestra,0.3510726667010401
船帆,sail,0.3510578170492374
缎带,ribbon,0.35105554811620915
怠工,inaction,0.3510312020413421
驶往,sails,0.3510104547866473
电影界,movies,0.35099569359621047
体力,strength,0.3509807089683808
老太婆,old,0.3509800967952291
变成,into,0.3509775442562254
壕沟,trench,0.35097184819486066
法郎,francs,0.3509671382961321
汇票,draft,0.3509576005117087
睡着,sleep,0.35094443626888705
罚的,punishment,0.3509378534481465
带他,him,0.3509333076950309
诗选,anthologize,0.35093242287654236
住宅区,residential,0.35093205610949685
编织,knitting,0.35092706788257044
睡,sleep,0.35090861352401
珍贵,dear,0.3509073997843666
自传,iacocca,0.3508989694846017
抗议者,protesters,0.35084190662482556
时期,period,0.3508397220493592
告示板,billboards,0.35083845650991385
能做,do,0.3508346205892176
市政当局,city,0.3508310670600988
大出血,hemorrhage,0.3508131705836631
变化,change,0.3508112206411282
美国国会,often,0.35080640647312133
大面积,large,0.35079736816870766
开满,bloom,0.350780791428889
生物,living,0.35077213716269345
农作物,the,0.35076293469733155
血管,blood,0.350755668140272
十度,the,0.3507465179283759
辨认出,out,0.3507414099372124
看到了,saw,0.35072954171833987
其中之一,one,0.35071746924194636
气喘咻咻,asthmatic,0.3507126067966123
拨回,back,0.35070883263709474
围城,cast,0.3507080141429057
女佣,maid,0.35069991278949403
爬山,mountain,0.350693454765337
尿布,diaper,0.35068962794977054
太浓,too,0.35068411485824713
住店,live,0.35067058434461573
交托,entrusted,0.3506690385176319
野丫头,saucy,0.35065595380953674
镇静,calm,0.3506504439725656
心灵,mind,0.35064331378595326
卡农,canon,0.3506351002462501
食草动物,herbivorous,0.3506241455976798
计数器,counter,0.3506154982442756
湖泊,lake,0.3506125508628081
鞭策,drives,0.35060697925386963
免费搭车,hitchhiker,0.3506023772352395
仔细检查,carefully,0.35058318281538
并非是,not,0.3505807530769304
有兴趣,interested,0.35057901400161706
网联,connected,0.3505778312257601
售货,sales,0.35057700418484516
健康状况,health,0.350571171314169
控制力,overall,0.3505654689237304
隘口,gap,0.35056153145965085
毙,you,0.35054692147884053
得出结论,conclusion,0.3505425962180752
机型,model,0.35054030314490153
挣扎着,struggled,0.35053020297663556
不仅,only,0.3505204692290702
摘,pick,0.3505183258961251
爆玉米花,popcorn,0.35051312578099586
伸进去,in,0.35049762777676885
推算,calculated,0.3504750559154963
试跳,vault,0.35046231894215707
狭隘,narrow,0.35044891307136733
鞋根,construction,0.3504463264851565
亮堂,lighted,0.3504460802727795
好叫,better,0.350445822770888
月了,months,0.3504243763128508
既能,and,0.3504239806973755
详载,expatiated,0.3504167678579292
静的,quiet,0.3504145557657969
民宅,held,0.35032501176815484
珊瑚,coral,0.350319279211141
衬布,petticoat,0.3503146063152562
衬裙,petticoat,0.3503146063152562
名声,reputation,0.35030209706970983
穿上,on,0.3502799014812376
驳船,barge,0.35026219348605964
抛出,out,0.35024705146532276
炸成,fat,0.3502366441612195
树篱,hedge,0.3502284337794232
小偷小摸,petty,0.35022585832047193
摩,morgan,0.3502244296687137
叫出来,out,0.3502219288197669
查理一世,charles,0.35020775595053116
地理,geographic,0.3502050631938755
准点,on,0.35019449070058517
臭鼬,skunk,0.3501932403720286
半程,halfway,0.3501921009954993
发冷,cold,0.35018619345260976
猜得出,out,0.3501750542178458
摘得,much,0.3501749540128697
衣架,more,0.35012746154804747
发炎,inflammation,0.3501096458047918
II,swayed,0.35010657055298855
宽松,loose,0.35010267379335636
局长,director,0.3500985197067449
受雇,employed,0.3500888192305879
猥,hedgehog,0.35006491301250503
说中,novel,0.35004775769438684
复杂情况,complicates,0.3500349868258544
有朝一日,day,0.3500332325660738
润,hair,0.3500026503400491
阉,never,0.3499923352554975
